ID,Word,Sentence,Correct Sense,Definition
321,charge,She contested every charge brought against her.,accusation,a formal accusation that someone has committed a crime
322,charge,He was acquitted of the most serious charge.,accusation,a formal accusation that someone has committed a crime
323,charge,She was informed of the charge and given time to seek legal advice.,accusation,a formal accusation that someone has committed a crime
324,charge,He admitted to one charge and denied the others.,accusation,a formal accusation that someone has committed a crime
325,charge,She hired a solicitor the moment she heard about the charge.,accusation,a formal accusation that someone has committed a crime
326,charge,He was sentenced after pleading guilty to the charge.,accusation,a formal accusation that someone has committed a crime
327,charge,She argued that the charge was politically motivated.,accusation,a formal accusation that someone has committed a crime
328,charge,He faced a secondary charge in addition to the main one.,accusation,a formal accusation that someone has committed a crime
329,charge,She was surprised by the severity of the charge.,accusation,a formal accusation that someone has committed a crime
330,charge,He was bailed to appear in court to answer the charge.,accusation,a formal accusation that someone has committed a crime
331,charge,There is no charge for the first consultation.,fee for service,the price asked for goods or services
332,charge,She queried the charge on her bank statement.,fee for service,the price asked for goods or services
333,charge,He disputed the charge and asked for a breakdown.,fee for service,the price asked for goods or services
334,charge,She paid the charge at the reception desk.,fee for service,the price asked for goods or services
335,charge,He noticed an unexpected charge on his invoice.,fee for service,the price asked for goods or services
336,charge,She waived the delivery charge as a goodwill gesture.,fee for service,the price asked for goods or services
337,charge,He complained that the charge was higher than quoted.,fee for service,the price asked for goods or services
338,charge,She asked whether there was a charge for the extra luggage.,fee for service,the price asked for goods or services
339,charge,He included the service charge in the final bill.,fee for service,the price asked for goods or services
340,charge,She refunded the charge after the error was confirmed.,fee for service,the price asked for goods or services
341,charge,He checked whether the charge included VAT.,fee for service,the price asked for goods or services
342,charge,She added a late payment charge to the overdue invoice.,fee for service,the price asked for goods or services
343,charge,He saw that the charge for the room had doubled at peak times.,fee for service,the price asked for goods or services
344,charge,She queried the handling charge with the courier company.,fee for service,the price asked for goods or services
345,charge,He paid the charge without complaint.,fee for service,the price asked for goods or services
346,charge,The bull charged across the field toward the fence.,to rush forward,to rush forward in a fast or aggressive attack
347,charge,She watched the cavalry charge across the open plain.,to rush forward,to rush forward in a fast or aggressive attack
348,charge,He charged through the defensive line to reach the goalkeeper.,to rush forward,to rush forward in a fast or aggressive attack
349,charge,The rhino charged when it sensed danger nearby.,to rush forward,to rush forward in a fast or aggressive attack
350,charge,She charged at the gate before the guards could react.,to rush forward,to rush forward in a fast or aggressive attack
351,charge,He led the charge down the hill into the enemy position.,to rush forward,to rush forward in a fast or aggressive attack
352,charge,The player charged forward and won the penalty.,to rush forward,to rush forward in a fast or aggressive attack
